ProductCategory,StockCode,Description,OrderCount,UnitsSold,TotalRevenue,AvgUnitPrice,UniqueCustomers
Uncategorised,85061W,WHITE JEWELLED HEART DECORATION,108,1986,1609.8,0.86,77
Candles & Lighting,22789,T-LIGHT HOLDER SWEETHEART HANGING,126,838,1605.84,1.99,101
Uncategorised,22651,GENTLEMAN SHIRT REPAIR KIT ,94,1992,1602.72,0.89,73
Kitchenware & Dining,21534,DAIRY MAID LARGE MILK JUG,124,327,1593.45,4.93,94
Stationery & Cards,85015,SET OF 12  VINTAGE POSTCARD SET,113,2130,1591.42,1.01,103
Uncategorised,22156,HEART DECORATION WITH PEARLS ,152,1875,1588.16,0.87,106
Uncategorised,21439,BASKET OF TOADSTOOLS,77,1322,1574.98,1.25,51
Uncategorised,23101,SILVER STARS TABLE DECORATION,190,1948,1574.6,0.83,175
Stationery & Cards,20981,12 PENCILS TALL TUBE WOODLAND,208,1851,1573.35,0.85,157
Stationery & Cards,22037,ROBOT BIRTHDAY CARD,257,3795,1573.12,0.42,173
Uncategorised,84356,POMPOM CURTAIN,46,337,1570.15,5.65,32
Stationery & Cards,23370,SET 36 COLOURING PENCILS DOILY,102,1294,1568.86,1.25,84
Uncategorised,23217,LAUREL HEART ANTIQUE SILVER,84,1290,1567.0,1.4,64
Kitchenware & Dining,22110,BIRD HOUSE HOT WATER BOTTLE,154,618,1564.61,2.58,116
Bags & Accessories,22332,SKULLS PARTY BAG + STICKER SET,129,982,1562.7,1.64,92
Uncategorised,46000M,POLYESTER FILLER PAD 45x45cm,133,1008,1562.4,1.55,92
Kitchenware & Dining,84596F,SMALL MARSHMALLOWS PINK BOWL,288,3301,1561.63,0.5,166
Candles & Lighting,85034C,3 ROSE MORRIS BOXED CANDLES,131,1072,1560.64,1.78,109
Home Décor,22305,COFFEE MUG PINK PAISLEY DESIGN,44,684,1559.44,2.69,35
Home Décor,23317,BLUE REFECTORY CLOCK ,70,162,1557.9,9.87,56
Novelty & Gifts,23122,PARTY CHARMS 50 PIECES,94,2093,1554.31,0.82,89
Uncategorised,22602,RETROSPOT WOODEN HEART DECORATION,164,1852,1553.92,0.86,132
Kitchenware & Dining,23244,ROUND STORAGE TIN VINTAGE LEAF,96,853,1552.51,1.98,80
Candles & Lighting,37495,FAIRY CAKE BIRTHDAY CANDLE SET,84,428,1547.4,3.73,75
Uncategorised,23399,HOME SWEET HOME HANGING HEART,176,1823,1546.43,0.85,146
Candles & Lighting,23483,HANGING  BUTTERFLY T-LIGHT HOLDER,66,1322,1541.62,1.23,57
Uncategorised,21394,RED POLKADOT BEAKER ,114,3822,1538.62,0.44,88
Home Décor,22674,FRENCH TOILET SIGN BLUE METAL,144,1274,1536.71,1.25,106
Uncategorised,22928,YELLOW GIANT GARDEN THERMOMETER,88,251,1535.57,6.38,62
Uncategorised,21207,SKULL AND CROSSBONES  GARLAND ,84,982,1533.9,1.63,74
Candles & Lighting,23273,HEART T-LIGHT HOLDER WILLIE WINKIE,97,928,1533.84,1.68,88
Home Décor,22828,REGENCY MIRROR WITH SHUTTERS,7,10,1530.0,156.43,7
Uncategorised,22428,ENAMEL FIRE BUCKET CREAM,92,221,1528.73,7.02,75
Home Décor,22398,MAGNETS PACK OF 4 SWALLOWS,228,2545,1528.68,0.64,167
Uncategorised,22934,BAKING MOULD EASTER EGG WHITE CHOC,69,560,1527.2,2.92,65
Stationery & Cards,23372,SET 36 COLOUR PENCILS DOLLY GIRL,99,1296,1522.72,1.24,76
Uncategorised,21544,SKULLS  WATER TRANSFER TATTOOS ,113,1872,1522.4,0.84,80
Toys & Games,22434,BALLOON PUMP WITH 10 BALLOONS,112,779,1521.23,1.97,94
Uncategorised,22292,HANGING CHICK  YELLOW DECORATION,88,1088,1520.0,1.45,76
Uncategorised,22891,TEA FOR ONE POLKADOT,104,345,1519.01,4.61,69
Kitchenware & Dining,22361,GLASS JAR DAISY FRESH COTTON WOOL,123,539,1513.25,2.94,92
Uncategorised,22479,DAISY GARDEN MARKER,54,1078,1513.1,1.26,48
Uncategorised,21981,PACK OF 12 WOODLAND TISSUES ,190,5295,1512.93,0.34,143
Bags & Accessories,22377,BOTTLE BAG RETROSPOT ,105,1038,1510.89,1.95,83
Kitchenware & Dining,22852,DOG BOWL VINTAGE CREAM,108,354,1507.92,4.25,83
Uncategorised,21967,PACK OF 12 SKULL TISSUES,173,5166,1506.24,0.32,129
Uncategorised,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,74,214,1499.5,8.42,64
Kitchenware & Dining,22799,SWEETHEART WIRE FRUIT BOWL,79,198,1497.8,8.13,70
Home Décor,22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",38,267,1490.65,10.33,27
Uncategorised,22284,HEN HOUSE DECORATION,99,901,1486.65,1.65,78
Home Décor,23181,BULL DOG BOTTLE TOP WALL CLOCK,69,185,1484.25,8.18,60
Kitchenware & Dining,22313,OFFICE MUG WARMER PINK,54,553,1482.89,2.84,41
Home Décor,15060B,FAIRY CAKE DESIGN UMBRELLA,95,411,1482.87,3.82,68
Home Décor,23394,POSTE FRANCE CUSHION COVER,119,395,1481.25,3.75,90
Christmas & Seasonal,22594,CHRISTMAS GINGHAM TREE,125,1744,1480.06,0.92,93
Uncategorised,22913,RED COAT RACK PARIS FASHION,95,327,1479.69,4.93,78
Uncategorised,23226,FILIGREE HEART DAISY WHITE,71,1199,1478.59,1.24,56
Candles & Lighting,22804,PINK HANGING HEART T-LIGHT HOLDER,66,823,1476.13,3.19,50
Candles & Lighting,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,52,673,1471.35,2.51,43
Stationery & Cards,85049C,ROMANTIC PINKS RIBBONS ,205,1198,1471.35,1.25,162
Home Décor,22671,FRENCH LAUNDRY SIGN BLUE METAL,103,919,1465.31,1.71,75
Home Décor,84818,DANISH ROSE PHOTO FRAME,99,1424,1461.6,1.34,79
Uncategorised,22154,ANGEL DECORATION 3 BUTTONS ,111,3532,1457.52,0.42,87
Uncategorised,21591,COSY HOUR CIGAR BOX MATCHES ,143,1187,1456.39,1.25,114
Kitchenware & Dining,22312,OFFICE MUG WARMER POLKADOT,93,503,1454.99,3.01,61
Uncategorised,23391, I LOVE LONDON MINI BACKPACK,68,360,1454.0,4.14,58
Stationery & Cards,23287,RED VINTAGE SPOT BEAKER,146,1782,1452.3,0.85,114
Uncategorised,85206A,CREAM FELT EASTER EGG BASKET,103,916,1450.2,1.64,99
Candles & Lighting,21713,CITRONELLA CANDLE FLOWERPOT,125,701,1448.1,2.1,103
Stationery & Cards,21626,VINTAGE UNION JACK PENNANT,74,742,1446.9,1.95,64
Uncategorised,21206,STRAWBERRY HONEYCOMB  GARLAND ,75,1220,1446.6,1.55,55
Stationery & Cards,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,203,3581,1444.75,0.43,142
Candles & Lighting,72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,78,350,1443.5,4.23,56
Home Décor,23462,ROCOCO WALL MIRROR WHITE,43,75,1442.25,19.74,42
Kitchenware & Dining,22314,OFFICE MUG WARMER CHOC+BLUE,93,517,1434.09,3.04,58
Uncategorised,22095,LADS ONLY TISSUE BOX,102,1578,1432.04,0.65,72
Toys & Games,22530,MAGIC DRAWING SLATE DOLLY GIRL ,181,3514,1431.96,0.42,143
Kitchenware & Dining,22364,GLASS JAR DIGESTIVE BISCUITS,95,519,1429.97,3.0,69
Home Décor,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,128,1839,1427.99,0.83,84
Christmas & Seasonal,23267,SET OF 4 SANTA PLACE SETTINGS,91,1158,1427.34,1.25,79
Uncategorised,22282,12 EGG HOUSE PAINTED WOOD,64,111,1425.27,12.91,39
Home Décor,22675,FRENCH KITCHEN SIGN BLUE METAL,123,1176,1423.89,1.3,94
Toys & Games,22176,BLUE OWL SOFT TOY,98,489,1423.35,2.95,62
Candles & Lighting,21898,POTTING SHED ROSE CANDLE,7,445,1423.03,3.02,6
Christmas & Seasonal,22816,CARD MOTORBIKE SANTA,176,3438,1420.2,0.42,158
Uncategorised,22085,PAPER CHAIN KIT SKULLS ,73,507,1415.65,2.93,62
Christmas & Seasonal,20668,DISCO BALL CHRISTMAS DECORATION,181,12714,1408.56,0.12,111
Uncategorised,22526,WHEELBARROW FOR CHILDREN ,67,112,1406.4,12.72,55
Candles & Lighting,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,66,340,1406.28,4.23,53
Kitchenware & Dining,22975,SPACEBOY CHILDRENS EGG CUP,142,1118,1405.97,1.28,110
Uncategorised,20963,APPLE BATH SPONGE,122,1102,1400.49,1.33,83
Stationery & Cards,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,178,2155,1398.35,0.65,134
Kitchenware & Dining,22853,CAT BOWL VINTAGE CREAM,101,431,1396.95,3.25,76
Uncategorised,21192,WHITE BELL HONEYCOMB PAPER ,39,925,1391.85,1.62,32
Uncategorised,21792,CLASSIC FRENCH STYLE BASKET GREEN ,70,331,1388.65,4.59,58
Uncategorised,84971S,SMALL HEART FLOWERS HOOK ,114,1679,1386.75,0.86,69
Stationery & Cards,22047,EMPIRE GIFT WRAP,105,3400,1384.0,0.42,93
Stationery & Cards,23546,WRAP PAISLEY PARK ,120,3275,1375.5,0.42,106
Toys & Games,22436,12 COLOURED PARTY BALLOONS,139,2110,1373.3,0.66,105
Toys & Games,23348,CHILDRENS TOY COOKING UTENSIL SET,122,680,1371.48,2.07,95
Uncategorised,22458,CAST IRON HOOK GARDEN FORK,14,513,1371.43,2.57,12
Kitchenware & Dining,21872,GLAMOROUS  MUG,119,1269,1370.73,1.36,81
Uncategorised,22198,LARGE POPCORN HOLDER ,53,873,1370.45,1.63,42
Stationery & Cards,22445,PENCIL CASE LIFE IS BEAUTIFUL,93,472,1368.2,3.06,72
Toys & Games,21055,TOOL BOX SOFT TOY ,82,146,1368.14,9.5,63
Home Décor,22498,WOODEN REGATTA BUNTING,96,229,1362.55,5.95,68
Candles & Lighting,85034B,3 WHITE CHOC MORRIS BOXED CANDLES,90,884,1362.44,2.07,80
Christmas & Seasonal,22731,3D CHRISTMAS STAMPS STICKERS ,105,1075,1361.95,1.35,85
Candles & Lighting,23086,ZINC  STAR T-LIGHT HOLDER ,35,1186,1361.54,1.23,30
Candles & Lighting,21714,CITRONELLA CANDLE GARDEN POT,126,1085,1356.25,1.25,106
Bags & Accessories,22583,PACK OF 6 HANDBAG GIFT BOXES,77,529,1348.95,2.55,73
Uncategorised,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,163,3293,1348.5,0.42,127
Candles & Lighting,85040A,S/4 PINK FLOWER CANDLES IN BOWL,125,807,1348.19,1.71,86
Home Décor,23414,ZINC BOX SIGN HOME,62,139,1348.01,9.9,58
Uncategorised,23334,IVORY WICKER HEART SMALL,95,2154,1345.5,0.63,83
Kitchenware & Dining,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,130,654,1342.0,2.65,106
Kitchenware & Dining,21537,RED RETROSPOT PUDDING BOWL,57,327,1341.75,4.23,50
Uncategorised,22358,KINGS CHOICE TEA CADDY ,110,456,1341.28,3.0,87
Home Décor,23232,WRAP VINTAGE PETALS  DESIGN,104,3300,1338.0,0.42,95
Uncategorised,21829,DINOSAUR KEYRINGS ASSORTED,131,6462,1332.93,0.21,104
Kitchenware & Dining,22357,KINGS CHOICE BISCUIT TIN,87,324,1332.6,4.21,69
Uncategorised,23034,DRAWER KNOB CERAMIC BLACK,78,947,1332.35,1.44,57
Candles & Lighting,23104,IVORY CAFE HANGING LAMP ,43,114,1330.5,12.3,37
Kitchenware & Dining,23250,VINTAGE RED TRIM ENAMEL BOWL ,87,1079,1328.59,1.25,63
Kitchenware & Dining,85232B,SET OF 3 BABUSHKA STACKING TINS,9,268,1326.6,4.95,7
Stationery & Cards,22714,CARD BIRTHDAY COWBOY,155,3367,1324.89,0.42,125
Uncategorised,22199,FRYING PAN RED RETROSPOT,97,383,1324.25,3.77,71
Stationery & Cards,23470,CARD HOLDER LOVE BIRD LARGE ,75,220,1323.4,6.22,70
Kitchenware & Dining,21519,GIN & TONIC DIET GREETING CARD ,191,3217,1320.9,0.42,100
Christmas & Seasonal,22818,CARD CHRISTMAS VILLAGE,162,3162,1319.4,0.42,151
Candles & Lighting,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,91,689,1318.98,2.08,51
Bags & Accessories,21578,WOODLAND DESIGN  COTTON TOTE BAG,82,586,1318.5,2.25,68
Uncategorised,21232,STRAWBERRY CERAMIC TRINKET POT,75,1038,1314.54,1.34,57
Kitchenware & Dining,22976,CIRCUS PARADE CHILDRENS EGG CUP ,112,1047,1313.59,1.26,77
Candles & Lighting,23057,BEADED CHANDELIER T-LIGHT HOLDER,34,599,1313.29,4.56,31
Toys & Games,22949,36 DOILIES DOLLY GIRL,74,905,1312.25,1.45,71
Stationery & Cards,22713,CARD I LOVE LONDON ,149,3309,1312.12,0.42,109
Uncategorised,22285,HANGING HEN ON NEST DECORATION,87,795,1311.75,1.65,72
Uncategorised,90057,DIAMANTE RING ASSORTED IN BOX.,22,1008,1311.36,1.35,21
Uncategorised,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,87,1130,1309.9,1.24,71
Uncategorised,22982,PANTRY PASTRY BRUSH,146,1045,1308.3,1.31,120
Christmas & Seasonal,22696,WICKER WREATH LARGE,123,694,1307.36,1.99,108
Uncategorised,21832,CHOCOLATE CALCULATOR,115,785,1306.73,1.73,83
Uncategorised,20961,STRAWBERRY BATH SPONGE ,127,1029,1305.61,1.32,82
Stationery & Cards,22076,6 RIBBONS EMPIRE  ,113,1035,1304.37,1.43,96
Home Décor,22676,FRENCH BLUE METAL DOOR SIGN 1,138,1040,1303.64,1.28,61
Christmas & Seasonal,22600,CHRISTMAS RETROSPOT STAR WOOD,143,1540,1303.54,0.89,120
Christmas & Seasonal,23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,74,1606,1303.54,0.84,68
Kitchenware & Dining,22306,SILVER MUG BONE CHINA TREE OF LIFE,99,1138,1303.29,1.15,85
Bags & Accessories,21705,BAG 500g SWIRLY MARBLES,110,1377,1299.21,1.51,89
Kitchenware & Dining,22071,SMALL WHITE RETROSPOT MUG IN BOX ,72,711,1298.79,3.63,64
Kitchenware & Dining,84510A,SET OF 4 ENGLISH ROSE COASTERS,144,1063,1295.59,1.27,100
Candles & Lighting,23055,IVORY CHANDELIER T-LIGHT HOLDER,36,561,1292.97,5.58,33
Candles & Lighting,22939,APRON APPLE DELIGHT,62,268,1291.6,4.94,52
Uncategorised,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",50,789,1291.55,2.14,46
Uncategorised,22948,METAL DECORATION NAUGHTY CHILDREN ,98,1456,1286.56,0.92,69
Bags & Accessories,21039,RED RETROSPOT SHOPPING BAG,77,510,1284.66,2.71,57
Christmas & Seasonal,35953,FOLKART STAR CHRISTMAS DECORATIONS,85,3017,1282.41,0.5,81
Bags & Accessories,22503,CABIN BAG VINTAGE PAISLEY,16,64,1279.2,23.95,15
Home Décor,23538,WALL ART VINTAGE HEART,27,327,1278.87,4.8,25
Uncategorised,21470,FLOWER VINE RAFFIA FOOD COVER,114,338,1278.63,3.85,77
Home Décor,22227,HANGING HEART MIRROR DECORATION ,170,1969,1276.85,0.66,83
Uncategorised,23119,PACK OF 6 LARGE FRUIT STRAWS ,116,2156,1276.33,0.65,97
Candles & Lighting,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,55,316,1275.92,4.39,44
Bags & Accessories,23000,TRAVEL CARD WALLET TRANSPORT,205,3044,1275.6,0.42,125
Kitchenware & Dining,23249,VINTAGE RED ENAMEL TRIM PLATE,67,790,1274.7,1.64,56
Christmas & Seasonal,23378,PACK OF 12 50'S CHRISTMAS TISSUES,144,3419,1272.93,0.39,127
Uncategorised,21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,39,1010,1272.9,1.5,33
Stationery & Cards,22716,CARD CIRCUS PARADE,214,3088,1272.27,0.42,167
Uncategorised,21686,MEDINA STAMPED METAL STOOL,18,33,1268.35,39.67,6
Home Décor,22304,COFFEE MUG BLUE PAISLEY DESIGN,47,744,1268.06,2.61,38
Kitchenware & Dining,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,73,295,1267.99,4.4,48
Kitchenware & Dining,21328,BALLOONS  WRITING SET ,187,760,1262.2,1.68,135
Uncategorised,35924,HANGING FAIRY CAKE DECORATION,31,724,1262.1,2.0,25
Uncategorised,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,161,2754,1261.69,0.5,123
Christmas & Seasonal,22130,PARTY CONE CHRISTMAS DECORATION ,88,1505,1260.53,0.85,78
Toys & Games,84580,MOUSE TOY WITH PINK T-SHIRT,120,335,1260.05,3.77,91
Stationery & Cards,23469,CARD HOLDER LOVE BIRD SMALL,63,320,1255.76,4.12,61
Kitchenware & Dining,21987,PACK OF 6 SKULL PAPER CUPS,147,2050,1254.74,0.65,106
Uncategorised,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,94,339,1253.97,3.74,79
Candles & Lighting,21619,4 VANILLA BOTANICAL CANDLES,121,900,1252.5,1.61,99
Home Décor,22461,SAVOY ART DECO CLOCK,45,231,1251.25,7.74,35
Christmas & Seasonal,22591,CARDHOLDER GINGHAM CHRISTMAS TREE,63,374,1250.84,3.7,53
Candles & Lighting,21897,POTTING SHED CANDLE CITRONELLA,2,402,1250.82,2.88,1
Uncategorised,22335,HEART DECORATION PAINTED ZINC ,123,2024,1250.2,0.66,88
Uncategorised,84795B,SUNSET CHECK HAMMOCK,40,167,1249.65,7.8,33
Candles & Lighting,23040,PAPER LANTERN 9 POINT SNOW STAR ,32,234,1249.5,5.73,30
Uncategorised,15044A,PINK PAPER PARASOL ,78,428,1248.28,3.02,53
Stationery & Cards,23505,PLAYING CARDS I LOVE LONDON ,104,1065,1247.25,1.24,93
Uncategorised,22911,PAPER CHAIN KIT LONDON,81,438,1246.94,2.97,68
Stationery & Cards,22742,MAKE YOUR OWN PLAYTIME CARD KIT,88,628,1245.88,2.61,77
Candles & Lighting,71038,WHITE HANGING BEADS CANDLE HOLDER,47,239,1244.95,5.4,34
Christmas & Seasonal,23373,VINTAGE CHRISTMAS PAPER GIFT BAG,88,1563,1241.66,0.82,86
Christmas & Seasonal,23221,REINDEER HEART DECORATION SILVER,110,1461,1241.59,0.91,85
Uncategorised,21793,CLASSIC FRENCH STYLE BASKET BROWN,66,296,1240.44,4.29,57
Kitchenware & Dining,22473,TV DINNER TRAY VINTAGE PAISLEY,79,437,1239.39,4.24,58
Kitchenware & Dining,23237,SET OF 4 KNICK KNACK TINS LEAVES ,53,304,1237.2,4.13,51
Stationery & Cards,22419,LIPSTICK PEN RED,157,2812,1236.12,0.45,94
Bags & Accessories,21577,SAVE THE PLANET COTTON TOTE BAG,116,549,1235.25,2.25,94
Uncategorised,22208,WOOD STAMP SET THANK YOU,199,1289,1234.1,0.99,148
Kitchenware & Dining,22472,TV DINNER TRAY DOLLY GIRL,80,293,1234.07,4.76,58
Uncategorised,85054,FRENCH ENAMEL POT W LID,87,551,1233.31,2.79,66
Candles & Lighting,22299,PIG KEYRING WITH LIGHT & SOUND ,42,1316,1231.34,1.05,38
Uncategorised,21528,DAIRY MAID TRADITIONAL TEAPOT ,86,179,1230.05,6.93,62
Uncategorised,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,106,977,1228.25,1.4,84
Kitchenware & Dining,22363,GLASS JAR MARMALADE ,57,454,1226.94,2.97,46
Uncategorised,22922,FRIDGE MAGNETS US DINER ASSORTED,88,1482,1226.4,0.86,73
Home Décor,22475,SKULL DESIGN TV DINNER TRAY,109,281,1225.95,4.64,49
Home Décor,22905,CALENDAR IN SEASON DESIGN,67,478,1225.49,2.75,50
Home Décor,22770,MIRROR CORNICE,55,83,1223.25,14.91,44
Uncategorised,22912,YELLOW COAT RACK PARIS FASHION,90,270,1222.74,4.93,74
Stationery & Cards,22609,PENS ASSORTED SPACEBALL,118,5636,1219.88,0.27,89
Christmas & Seasonal,22576,SWALLOW WOODEN CHRISTMAS DECORATION,125,1419,1218.63,0.89,102
Uncategorised,21422,PORCELAIN ROSE SMALL,46,1560,1218.36,0.91,32
Bags & Accessories,22449,SILK PURSE BABUSHKA PINK,87,365,1217.68,3.33,65
Uncategorised,23071,MARIE ANTOINETTE TRINKET BOX GOLD,16,316,1217.6,10.63,15
Uncategorised,22443,GROW YOUR OWN HERBS SET OF 3,80,153,1216.35,7.95,60
Candles & Lighting,21123,SET/10 IVORY POLKADOT PARTY CANDLES,97,975,1215.81,1.24,66
Candles & Lighting,21620,SET OF 4 ROSE BOTANICAL CANDLES,124,811,1211.25,1.75,97
Uncategorised,22200,FRYING PAN PINK POLKADOT,76,326,1209.54,3.89,51
Uncategorised,23138,SINGLE WIRE HOOK IVORY HEART,75,875,1209.15,1.45,60
Bags & Accessories,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,82,244,1207.8,4.95,59
Stationery & Cards,22028,PENNY FARTHING BIRTHDAY CARD,185,2915,1203.49,0.43,124
Home Décor,23536,WALL ART VILLAGE SHOW ,56,227,1201.61,5.91,53
Uncategorised,23444,Next Day Carriage,79,79,1200.0,15.19,63
Uncategorised,22929,SCHOOL DESK AND CHAIR ,13,19,1199.75,63.92,13
Stationery & Cards,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,48,94,1198.5,12.75,36
Uncategorised,22917,HERB MARKER ROSEMARY,190,1858,1195.7,0.65,132
Candles & Lighting,21615,4 LAVENDER BOTANICAL DINNER CANDLES,100,840,1195.0,1.68,86
Uncategorised,21864,UNION JACK FLAG PASSPORT COVER ,96,610,1192.44,2.08,65
Home Décor,21624,VINTAGE UNION JACK DOORSTOP,82,204,1190.8,5.93,72
Uncategorised,22293,HANGING CHICK GREEN DECORATION,82,821,1190.45,1.45,63
Uncategorised,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,94,1212,1190.0,1.08,78
Uncategorised,21813,GARLAND WITH STARS AND BELLS,40,250,1187.1,4.9,38
Stationery & Cards,22711,WRAP CIRCUS PARADE,100,2852,1181.84,0.42,89
Stationery & Cards,51014C,"FEATHER PEN,COAL BLACK",110,2462,1180.26,0.54,71
Stationery & Cards,23366,SET 12 COLOURING PENCILS DOILY,137,1874,1179.7,0.65,112
Home Décor,22664,TOY TIDY DOLLY GIRL DESIGN,102,642,1178.18,2.12,62
Home Décor,23598,PAPER BUNTING VINTAGE PARTY,42,421,1177.95,2.93,40
Uncategorised,22442,GROW YOUR OWN FLOWERS SET OF 3,74,292,1177.8,6.3,68
Toys & Games,22439,6 ROCKET BALLOONS ,156,1768,1176.8,0.69,116
Home Décor,21902,"KEY FOB , FRONT  DOOR ",161,1915,1176.73,0.68,114
Uncategorised,23392,SPACEBOY ROCKET LOLLY MAKERS,78,592,1175.68,2.07,70
Uncategorised,22168,ORGANISER WOOD ANTIQUE WHITE ,75,139,1171.3,8.49,69
Uncategorised,22916,HERB MARKER THYME,186,1819,1170.35,0.65,130
Stationery & Cards,20984,12 PENCILS TALL TUBE POSY,167,3809,1169.01,0.36,135
Uncategorised,21382,SET/4 SPRING FLOWER DECORATION,93,1045,1164.35,1.67,64
Uncategorised,22318,FIVE HEART HANGING DECORATION,89,396,1161.0,2.94,67
Uncategorised,20985,HEART CALCULATOR,87,1017,1160.88,1.28,65
Christmas & Seasonal,22575,METAL MERRY CHRISTMAS WREATH,76,622,1160.1,1.94,61
Kitchenware & Dining,22613,PACK OF 20 SPACEBOY NAPKINS,114,1488,1150.38,0.85,82
Uncategorised,23067,HANGING ENGRAVED METAL HEART,71,277,1149.55,4.15,63
Stationery & Cards,22708,WRAP DOLLY GIRL,99,2775,1149.5,0.42,79
Uncategorised,21742,LARGE ROUND WICKER PLATTER ,89,193,1148.35,5.95,75
Stationery & Cards,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,221,2729,1147.0,0.42,140
Kitchenware & Dining,84813,SET OF 4 DIAMOND NAPKIN RINGS,22,145,1146.97,9.36,20
Uncategorised,21211,SET OF 72 SKULL PAPER  DOILIES,66,816,1144.8,1.44,58
Stationery & Cards,10133,COLOURING PENCILS BROWN TUBE,122,2384,1143.61,0.53,101
Home Décor,21901,"KEY FOB , BACK DOOR ",234,1746,1142.86,0.68,143
Stationery & Cards,21913,VINTAGE SEASIDE JIGSAW PUZZLES,89,305,1142.53,3.83,72
Kitchenware & Dining,37342,POLKADOT COFFEE CUP & SAUCER PINK,63,1435,1142.29,0.8,50
Home Décor,21899,"KEY FOB , GARAGE DESIGN",103,1872,1141.92,0.65,89
Uncategorised,23405,HOME SWEET HOME 2 DRAWER CABINET,57,237,1137.95,4.91,54
Uncategorised,23142,IVORY WIRE KITCHEN ORGANISER,36,116,1137.65,10.33,34
Uncategorised,22650,CERAMIC PIRATE CHEST MONEY BANK,106,800,1136.0,1.44,78
Uncategorised,23559,WOODLAND BUNNIES LOLLY MAKERS,75,566,1135.52,2.07,69
Uncategorised,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,68,229,1134.58,5.07,53
Kitchenware & Dining,85159B,"WHITE TEA,COFFEE,SUGAR JARS",59,622,1134.5,2.09,45
Candles & Lighting,21012,ANTIQUE ALL GLASS CANDLESTICK,80,567,1133.3,2.09,66
Uncategorised,15039,SANDALWOOD FAN,70,1559,1133.15,0.84,58
Kitchenware & Dining,22977,DOLLY GIRL CHILDRENS EGG CUP,111,905,1132.46,1.26,98
Uncategorised,21986,PACK OF 12 PINK POLKADOT TISSUES,155,3985,1129.79,0.34,118
Stationery & Cards,23507,MINI PLAYING CARDS BUFFALO BILL ,101,2841,1129.02,0.42,91
Christmas & Seasonal,21744,SNOWFLAKE PORTABLE TABLE LIGHT ,80,367,1128.09,3.19,66
Uncategorised,21361,LOVE LARGE WOOD LETTERS ,54,91,1127.85,12.72,42
Home Décor,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,81,544,1127.2,2.72,56
Christmas & Seasonal,22944,CHRISTMAS METAL POSTCARD WITH BELLS,57,2704,1125.94,0.52,50
Stationery & Cards,23061,VINTAGE EMBOSSED HEART,84,904,1124.96,1.25,72
Uncategorised,22918,HERB MARKER PARSLEY,187,1776,1122.4,0.65,130
Uncategorised,22060,LARGE CAKE STAND HANGING HEARTS,34,233,1118.95,5.21,31
Christmas & Seasonal,21352,EUCALYPTUS & PINECONE  WREATH,37,311,1118.65,4.37,35
Home Décor,21175,GIN AND TONIC DIET METAL SIGN,37,474,1118.46,2.51,34
Uncategorised,23431,NATURAL HANGING QUILTED HEARTS ,67,1432,1117.28,0.83,63
Stationery & Cards,23506,MINI PLAYING CARDS SPACEBOY ,127,2718,1116.36,0.42,114
Kitchenware & Dining,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,105,449,1112.91,2.74,78
Stationery & Cards,85227,SET OF 6 3D KIT CARDS FOR KIDS,147,1322,1107.08,0.87,115
Stationery & Cards,22754,SMALL RED BABUSHKA NOTEBOOK ,194,1802,1106.44,0.77,120
Stationery & Cards,22735,RIBBON REEL SOCKS AND MITTENS,86,673,1106.13,1.74,73
Home Décor,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,76,757,1104.89,1.48,51
Uncategorised,15058A,BLUE POLKADOT GARDEN PARASOL,51,148,1104.6,7.81,40
Kitchenware & Dining,22915,ASSORTED BOTTLE TOP  MAGNETS ,133,2928,1104.36,0.4,110
Kitchenware & Dining,22494,EMERGENCY FIRST AID TIN ,119,890,1102.64,1.35,79
Home Décor,22416,SET OF 36 DOILIES SPACEBOY DESIGN ,56,800,1102.4,1.44,47
Bags & Accessories,22334,DINOSAUR PARTY BAG + STICKER SET,91,684,1101.44,1.66,77
